# Motion State
# Angle Units : degrees
# Time        	centreOfRotation	centreOfMass	rotation	velocity	omega
730.5         	(0.000000e+00 -1.094973e-03 0.000000e+00)	(0.000000e+00 -1.094973e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.467905e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
730.6         	(0.000000e+00 -1.089131e-03 0.000000e+00)	(0.000000e+00 -1.089131e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 8.204234e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
730.7         	(0.000000e+00 -1.078565e-03 0.000000e+00)	(0.000000e+00 -1.078565e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.290884e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
730.8         	(0.000000e+00 -1.063314e-03 0.000000e+00)	(0.000000e+00 -1.063314e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.756097e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
730.9         	(0.000000e+00 -1.043443e-03 0.000000e+00)	(0.000000e+00 -1.043443e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.214621e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
731           	(0.000000e+00 -1.019021e-03 0.000000e+00)	(0.000000e+00 -1.019021e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.664526e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
731.1         	(0.000000e+00 -9.901523e-04 0.000000e+00)	(0.000000e+00 -9.901523e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.102820e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
731.2         	(0.000000e+00 -9.569647e-04 0.000000e+00)	(0.000000e+00 -9.569647e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.527552e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
731.3         	(0.000000e+00 -9.196013e-04 0.000000e+00)	(0.000000e+00 -9.196013e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.937268e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
731.4         	(0.000000e+00 -8.782193e-04 0.000000e+00)	(0.000000e+00 -8.782193e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.330255e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
731.5         	(0.000000e+00 -8.329962e-04 0.000000e+00)	(0.000000e+00 -8.329962e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.704646e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
731.6         	(0.000000e+00 -7.841264e-04 0.000000e+00)	(0.000000e+00 -7.841264e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.058808e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
731.7         	(0.000000e+00 -7.318200e-04 0.000000e+00)	(0.000000e+00 -7.318200e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.391009e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
731.8         	(0.000000e+00 -6.763062e-04 0.000000e+00)	(0.000000e+00 -6.763062e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.699532e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
731.9         	(0.000000e+00 -6.178294e-04 0.000000e+00)	(0.000000e+00 -6.178294e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.982868e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
732           	(0.000000e+00 -5.566489e-04 0.000000e+00)	(0.000000e+00 -5.566489e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.239665e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
732.1         	(0.000000e+00 -4.930361e-04 0.000000e+00)	(0.000000e+00 -4.930361e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.468755e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
732.2         	(0.000000e+00 -4.272737e-04 0.000000e+00)	(0.000000e+00 -4.272737e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.669245e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
732.3         	(0.000000e+00 -3.596512e-04 0.000000e+00)	(0.000000e+00 -3.596512e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.840474e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
732.4         	(0.000000e+00 -2.904643e-04 0.000000e+00)	(0.000000e+00 -2.904643e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.981490e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
732.5         	(0.000000e+00 -2.200214e-04 0.000000e+00)	(0.000000e+00 -2.200214e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.091493e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
732.6         	(0.000000e+00 -1.486344e-04 0.000000e+00)	(0.000000e+00 -1.486344e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.170099e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
732.7         	(0.000000e+00 -7.661941e-05 0.000000e+00)	(0.000000e+00 -7.661941e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.217301e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
732.8         	(0.000000e+00 -4.288395e-06 0.000000e+00)	(0.000000e+00 -4.288395e-06 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.232967e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
732.9         	(0.000000e+00 6.803994e-05 0.000000e+00)	(0.000000e+00 6.803994e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.216937e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
733           	(0.000000e+00 1.400503e-04 0.000000e+00)	(0.000000e+00 1.400503e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.169204e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
733.1         	(0.000000e+00 2.114240e-04 0.000000e+00)	(0.000000e+00 2.114240e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 7.090112e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
733.2         	(0.000000e+00 2.818526e-04 0.000000e+00)	(0.000000e+00 2.818526e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.980365e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
733.3         	(0.000000e+00 3.510313e-04 0.000000e+00)	(0.000000e+00 3.510313e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.840511e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
733.4         	(0.000000e+00 4.186628e-04 0.000000e+00)	(0.000000e+00 4.186628e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.671079e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
733.5         	(0.000000e+00 4.844529e-04 0.000000e+00)	(0.000000e+00 4.844529e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.472772e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
733.6         	(0.000000e+00 5.481182e-04 0.000000e+00)	(0.000000e+00 5.481182e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.246819e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
733.7         	(0.000000e+00 6.093893e-04 0.000000e+00)	(0.000000e+00 6.093893e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.994214e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
733.8         	(0.000000e+00 6.680025e-04 0.000000e+00)	(0.000000e+00 6.680025e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.715823e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
733.9         	(0.000000e+00 7.237057e-04 0.000000e+00)	(0.000000e+00 7.237057e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.413200e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
734           	(0.000000e+00 7.762665e-04 0.000000e+00)	(0.000000e+00 7.762665e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 5.087717e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
734.1         	(0.000000e+00 8.254601e-04 0.000000e+00)	(0.000000e+00 8.254601e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.740301e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
734.2         	(0.000000e+00 8.710725e-04 0.000000e+00)	(0.000000e+00 8.710725e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.372733e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
734.3         	(0.000000e+00 9.129147e-04 0.000000e+00)	(0.000000e+00 9.129147e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.986878e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
734.4         	(0.000000e+00 9.508101e-04 0.000000e+00)	(0.000000e+00 9.508101e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.583838e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
734.5         	(0.000000e+00 9.845915e-04 0.000000e+00)	(0.000000e+00 9.845915e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 3.165304e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
734.6         	(0.000000e+00 1.014116e-03 0.000000e+00)	(0.000000e+00 1.014116e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.733517e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
734.7         	(0.000000e+00 1.039262e-03 0.000000e+00)	(0.000000e+00 1.039262e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.290071e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
734.8         	(0.000000e+00 1.059918e-03 0.000000e+00)	(0.000000e+00 1.059918e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.836710e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
734.9         	(0.000000e+00 1.075996e-03 0.000000e+00)	(0.000000e+00 1.075996e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.375356e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
735           	(0.000000e+00 1.087425e-03 0.000000e+00)	(0.000000e+00 1.087425e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 9.073223e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
735.1         	(0.000000e+00 1.094142e-03 0.000000e+00)	(0.000000e+00 1.094142e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 4.348376e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
735.2         	(0.000000e+00 1.096121e-03 0.000000e+00)	(0.000000e+00 1.096121e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.965972e-06 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
735.3         	(0.000000e+00 1.093349e-03 0.000000e+00)	(0.000000e+00 1.093349e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.143916e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
735.4         	(0.000000e+00 1.085834e-03 0.000000e+00)	(0.000000e+00 1.085834e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -9.871539e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
735.5         	(0.000000e+00 1.073606e-03 0.000000e+00)	(0.000000e+00 1.073606e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.455985e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
735.6         	(0.000000e+00 1.056714e-03 0.000000e+00)	(0.000000e+00 1.056714e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.918860e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
735.7         	(0.000000e+00 1.035229e-03 0.000000e+00)	(0.000000e+00 1.035229e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.374268e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
735.8         	(0.000000e+00 1.009229e-03 0.000000e+00)	(0.000000e+00 1.009229e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.820086e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
735.9         	(0.000000e+00 9.788273e-04 0.000000e+00)	(0.000000e+00 9.788273e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.253494e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
736           	(0.000000e+00 9.441587e-04 0.000000e+00)	(0.000000e+00 9.441587e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.672970e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
736.1         	(0.000000e+00 9.053679e-04 0.000000e+00)	(0.000000e+00 9.053679e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.076907e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
736.2         	(0.000000e+00 8.626205e-04 0.000000e+00)	(0.000000e+00 8.626205e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.463445e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
736.3         	(0.000000e+00 8.160990e-04 0.000000e+00)	(0.000000e+00 8.160990e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.830666e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
736.4         	(0.000000e+00 7.660072e-04 0.000000e+00)	(0.000000e+00 7.660072e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.177031e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
736.5         	(0.000000e+00 7.125584e-04 0.000000e+00)	(0.000000e+00 7.125584e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.500810e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
736.6         	(0.000000e+00 6.559910e-04 0.000000e+00)	(0.000000e+00 6.559910e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.800436e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
736.7         	(0.000000e+00 5.965496e-04 0.000000e+00)	(0.000000e+00 5.965496e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.074595e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
736.8         	(0.000000e+00 5.344991e-04 0.000000e+00)	(0.000000e+00 5.344991e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.321656e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
736.9         	(0.000000e+00 4.701165e-04 0.000000e+00)	(0.000000e+00 4.701165e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.540755e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
737           	(0.000000e+00 4.036840e-04 0.000000e+00)	(0.000000e+00 4.036840e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.731136e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
737.1         	(0.000000e+00 3.354938e-04 0.000000e+00)	(0.000000e+00 3.354938e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.891843e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
737.2         	(0.000000e+00 2.658471e-04 0.000000e+00)	(0.000000e+00 2.658471e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.022047e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
737.3         	(0.000000e+00 1.950529e-04 0.000000e+00)	(0.000000e+00 1.950529e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.121133e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
737.4         	(0.000000e+00 1.234245e-04 0.000000e+00)	(0.000000e+00 1.234245e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.188774e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
737.5         	(0.000000e+00 5.127740e-05 0.000000e+00)	(0.000000e+00 5.127740e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.225003e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
737.6         	(0.000000e+00 -2.107556e-05 0.000000e+00)	(0.000000e+00 -2.107556e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.229672e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
737.7         	(0.000000e+00 -9.331604e-05 0.000000e+00)	(0.000000e+00 -9.331604e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.202563e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
737.8         	(0.000000e+00 -1.651268e-04 0.000000e+00)	(0.000000e+00 -1.651268e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.143862e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
737.9         	(0.000000e+00 -2.361933e-04 0.000000e+00)	(0.000000e+00 -2.361933e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.054287e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
738           	(0.000000e+00 -3.062126e-04 0.000000e+00)	(0.000000e+00 -3.062126e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.934122e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
738.1         	(0.000000e+00 -3.748757e-04 0.000000e+00)	(0.000000e+00 -3.748757e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.783857e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
738.2         	(0.000000e+00 -4.418897e-04 0.000000e+00)	(0.000000e+00 -4.418897e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.604301e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
738.3         	(0.000000e+00 -5.069617e-04 0.000000e+00)	(0.000000e+00 -5.069617e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.396271e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
738.4         	(0.000000e+00 -5.698151e-04 0.000000e+00)	(0.000000e+00 -5.698151e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -6.160978e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
738.5         	(0.000000e+00 -6.301813e-04 0.000000e+00)	(0.000000e+00 -6.301813e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.899370e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
738.6         	(0.000000e+00 -6.878025e-04 0.000000e+00)	(0.000000e+00 -6.878025e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.612534e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
738.7         	(0.000000e+00 -7.424320e-04 0.000000e+00)	(0.000000e+00 -7.424320e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -5.301757e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
738.8         	(0.000000e+00 -7.938377e-04 0.000000e+00)	(0.000000e+00 -7.938377e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.968418e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
738.9         	(0.000000e+00 -8.418003e-04 0.000000e+00)	(0.000000e+00 -8.418003e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.613854e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
739           	(0.000000e+00 -8.861147e-04 0.000000e+00)	(0.000000e+00 -8.861147e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -4.239829e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
739.1         	(0.000000e+00 -9.265969e-04 0.000000e+00)	(0.000000e+00 -9.265969e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.847928e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
739.2         	(0.000000e+00 -9.630733e-04 0.000000e+00)	(0.000000e+00 -9.630733e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.439436e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
739.3         	(0.000000e+00 -9.953857e-04 0.000000e+00)	(0.000000e+00 -9.953857e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -3.016106e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
739.4         	(0.000000e+00 -1.023395e-03 0.000000e+00)	(0.000000e+00 -1.023395e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.580061e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
739.5         	(0.000000e+00 -1.046987e-03 0.000000e+00)	(0.000000e+00 -1.046987e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.133122e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
739.6         	(0.000000e+00 -1.066058e-03 0.000000e+00)	(0.000000e+00 -1.066058e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.676903e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
739.7         	(0.000000e+00 -1.080525e-03 0.000000e+00)	(0.000000e+00 -1.080525e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -1.213245e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
739.8         	(0.000000e+00 -1.090323e-03 0.000000e+00)	(0.000000e+00 -1.090323e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -7.435776e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
739.9         	(0.000000e+00 -1.095396e-03 0.000000e+00)	(0.000000e+00 -1.095396e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 -2.700573e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
740           	(0.000000e+00 -1.095724e-03 0.000000e+00)	(0.000000e+00 -1.095724e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.047459e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
740.1         	(0.000000e+00 -1.091302e-03 0.000000e+00)	(0.000000e+00 -1.091302e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 6.790154e-05 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
740.2         	(0.000000e+00 -1.082144e-03 0.000000e+00)	(0.000000e+00 -1.082144e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.150742e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
740.3         	(0.000000e+00 -1.068287e-03 0.000000e+00)	(0.000000e+00 -1.068287e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 1.617665e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
740.4         	(0.000000e+00 -1.049790e-03 0.000000e+00)	(0.000000e+00 -1.049790e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.078363e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
740.5         	(0.000000e+00 -1.026719e-03 0.000000e+00)	(0.000000e+00 -1.026719e-03 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.531148e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
740.6         	(0.000000e+00 -9.991674e-04 0.000000e+00)	(0.000000e+00 -9.991674e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)	(0.000000e+00 2.973185e-04 0.000000e+00)	(0.000000e+00 0.000000e+00 0.000000e+00)
